institution_id,institution_name,state,district,city,institute_type,ownership,approval_status,current_status,is_autonomous,nba_accredited,accreditation_valid_until,year_established,aicte_code,last_updated,nirf_rank,naac_grade
INST_0319,Rourkela Sreenidhi School of Management,Odisha,Rourkela,Rourkela,Management,Private,True,active,False,True,2030-01-15,2014.0,7-7300212801,2026-06-19,,
INST_0320,"Vasavi Institute of Engineering and Management, Jodhpur",Rajasthan,Jodhpur,Jodhpur,Engineering,Private,True,active,False,False,,2001.0,6-5460998572,2026-06-21,,
INST_0321,"CVR Institute of Engineering and Polytechnic, Kolhapur",Maharashtra,Kolhapur,Kolhapur,Polytechnic,Private,True,active,False,True,2024-10-29,1960.0,5-4624593276,2026-07-30,,
INST_0322,"Hindustan Institute of Technology and Science, Allahabad",Uttar Pradesh,Allahabad,Allahabad,Engineering,Private,False,closed,False,True,2024-11-09,1975.0,2-5276056328,2026-08-11,,
INST_0323,"BMS Engineering College, Thrissur",Kerala,Thrissur,Thrissur,Autonomous,Private,True,active,False,True,2028-03-10,1994.0,2-9982493027,2026-06-19,,
INST_0324,"RV Institute of Management and Technology, Chennai",Tamil Nadu,Chennai,Chennai,Management,Private,True,active,False,False,,1997.0,3-9187862852,2026-07-26,,
INST_0325,"Rajalakshmi Institute of Management and Technology, Amravati",Maharashtra,Amravati,Amravati,Management,Private,,unapproved,False,False,,1960.0,5-1181241178,2026-06-26,,
INST_0326,"Amity Institute of Technology and Science, Salem",Tamil Nadu,Salem,Salem,Engineering,Private,True,active,False,False,,1988.0,4-6266742921,2026-08-13,,
INST_0327,"Srinivasa Engineering College, Agra",Uttar Pradesh,Agra,Agra,Engineering,Private,True,active,False,True,2028-11-17,1993.0,8-6493420665,2026-05-26,,
INST_0328,"Amity College of Engineering, Silchar",Assam,Silchar,Silchar,Engineering,Private,True,active,True,True,2028-11-22,1995.0,7-3220236439,2026-07-01,,
INST_0329,"Bharath College of Engineering, Coimbatore",Tamil Nadu,Coimbatore,Coimbatore,Engineering,Private,True,active,True,False,,1964.0,2-4268340698,2026-07-20,,
INST_0330,"Matrusri School of Business Administration, Khammam",Telangana,Khammam,Khammam,Management,Private,True,active,False,True,2029-11-22,1977.0,5-1997977312,2026-07-29,,
INST_0331,"Vaagdevi School of Architecture, Sagar",Madhya Pradesh,Sagar,Sagar,Architecture,Private,True,active,False,False,,1974.0,1-2694543871,2026-08-13,,
INST_0332,"Government College of Engineering, Bathinda",Punjab,Mohali,Mohali,Engineering,Govt,True,active,False,False,,2007.0,8-4710191901,2026-07-28,,
INST_0333,"Vasavi College of Engineering and Technology, Purnia",Bihar,Purnia,Purnia,Engineering,Private,True,active,False,False,,2022.0,7-3234534738,2026-07-12,,
INST_0334,"Government Institute of Management, Karimnagar",Telangana,Karimnagar,Karimnagar,Management,Govt,True,active,False,True,2027-08-20,2016.0,3-6999118408,2026-08-03,,
INST_0335,"Government College of Engineering, Kharagpur",West Bengal,Kharagpur,Kharagpur,Engineering,Govt,True,active,False,False,,2013.0,4-5625072062,2026-06-14,,
INST_0336,"NMAM Institute of Technology and Science, Mysuru",Karnataka,Mysuru,Mysuru,Engineering,Private,True,active,False,False,,1997.0,5-3832142503,2026-07-17,,
INST_0337,"Lokmanya College of Pharmacy and Research, Ghaziabad",Uttar Pradesh,Ghaziabad,Ghaziabad,Pharmacy,Private,True,active,False,True,2025-01-25,2001.0,1-7252280196,2026-07-30,,
INST_0338,"Andhra College of Management Studies, Junagadh",Gujarat,Junagadh,Junagadh,Management,Private,True,active,False,True,2029-01-20,2011.0,8-7777458358,2026-07-27,,
INST_0339,"Matrusri Engineering College, Jorhat",Assam,Jorhat,Jorhat,Engineering,Private,False,closed,False,True,2029-07-09,2006.0,6-2843326956,2026-08-07,,
INST_0340,"Raghu Institute of Management and Technology, Ghaziabad",Uttar Pradesh,Ghaziabad,Ghaziabad,Management,Private,True,active,False,False,,1993.0,3-6467199366,2026-06-11,,
INST_0341,"Nitte College of Engineering, Meerut",Uttar Pradesh,Meerut,Meerut,Engineering,Private,True,active,False,False,,1975.0,4-2142741853,2026-08-04,,
INST_0342,"Shri College of Applied Arts, New Delhi",Delhi,New Delhi,New Delhi,Applied Arts,Private,False,closed,False,False,,2014.0,5-2521257432,2026-06-13,,
INST_0343,"Government College of Architecture, Vijayawada",Andhra Pradesh,Vijayawada,Vijayawada,Architecture,Govt,True,active,False,False,,2021.0,1-9396124499,2026-06-08,,
INST_0344,"SRM College of Engineering, Balasore",Odisha,Balasore,Balasore,Engineering,Private,True,active,False,True,2025-11-07,1984.0,6-1956702341,2026-08-05,,
INST_0345,"RV School of Management, Haldia",West Bengal,Haldia,Haldia,Management,Private,True,active,False,True,2024-07-29,2001.0,6-7580953860,2026-08-16,,
INST_0346,Siddipet Government Institute of Management,Telangana,Siddipet,Siddipet,Management,Govt,True,active,False,False,,2017.0,6-9582051140,2026-06-12,,
INST_0347,"NMAM Institute of Management Studies, Tirunelveli",Tamil Nadu,Tirunelveli,Tirunelveli,Management,Private,True,active,True,True,2025-03-28,2000.0,6-1726000460,2026-05-23,,
INST_0348,"Government Institute of Management, Jaipur",Rajasthan,Jaipur,Jaipur,Management,Govt,True,active,False,False,,1983.0,3-9123146276,2026-08-09,,
INST_0349,"Government College of Engineering, Nagpur",Maharashtra,Nagpur,Nagpur,Engineering,Govt,True,active,False,False,,1989.0,1-5384110116,2026-08-14,,
INST_0350,"KLE Engineering College, Vadodara",Gujarat,Vadodara,Vadodara,Engineering,Private,True,active,False,False,,1998.0,5-3255536095,2026-06-14,,
INST_0351,"Sree Dattha Institute of Technology and Science, Durgapur",West Bengal,Durgapur,Durgapur,Engineering,Private,True,active,False,True,2024-11-26,1977.0,2-5212259745,2026-05-23,,
INST_0352,"Sri Indu College of Pharmacy and Research, Davanagere",Karnataka,Davanagere,Davanagere,Pharmacy,Private,True,active,False,False,,2020.0,2-3419389520,2026-07-09,,
INST_0353,"Sree Dattha Institute of Technology, Ballari",Karnataka,Ballari,Ballari,Engineering,Private,True,active,True,False,,1961.0,5-9178580806,2026-05-24,,
INST_0354,"Kakatiya Engineering College, Pune",Maharashtra,Pune,Pune,Engineering,Private,True,active,False,False,,1986.0,3-3497094199,2026-07-01,,
INST_0355,"Government Institute of Management, Puducherry",Puducherry,Puducherry,Puducherry,Management,Govt,True,active,False,True,2026-04-20,1998.0,4-5664461498,2026-08-16,,
INST_0356,"Government Institute of Management, Madurai",Tamil Nadu,Madurai,Madurai,Management,Govt,True,active,True,False,,1996.0,7-5063443620,2026-08-07,,
INST_0357,"Government Engineering College, Salem",Tamil Nadu,Coimbatore,Coimbatore,Engineering,Govt,True,active,False,True,2025-09-17,1965.0,7-5362283811,2026-06-06,,
INST_0358,"Dayananda Sagar Institute of Engineering and Management, Kadapa",Andhra Pradesh,Kadapa,Kadapa,Engineering,Private,,unapproved,False,False,,2003.0,2-7503432685,2026-06-26,,
INST_0359,"PES School of Business Administration, Thrissur",Kerala,Thrissur,Thrissur,Management,Private,True,active,True,False,,1977.0,3-4551673717,2026-05-31,,
INST_0360,"Government College of Engineering, Nizamabad",Telangana,Siddipet,Siddipet,Engineering,Govt,True,active,False,True,2025-05-13,1998.0,5-2106112101,2026-05-21,,
INST_0361,"GOVERNMENT COLLEGE OF ARCHITECTURE, SILIGURI.",West Bengal,Siliguri,Siliguri,Architecture,Govt,True,active,False,False,,1974.0,6-1570819025,2026-08-02,,
INST_0362,"Karunya Engineering College, Siddipet",Telangana,Siddipet,Siddipet,Engineering,Private,True,active,False,False,,1991.0,1-9206776155,2026-05-18,,
INST_0363,"Ideal Institute of Management and Technology, Junagadh",Gujarat,Junagadh,Junagadh,Management,Private,True,active,False,True,2025-12-19,2017.0,8-1720663405,2026-06-03,,
INST_0364,"Hindustan Business School, Gwalior",Madhya Pradesh,Gwalior,Gwalior,Management,Private,False,closed,False,True,2030-07-12,2014.0,3-6113394487,2026-07-10,,
INST_0365,"Malla Reddy Pharmacy College, Tezpur",Assam,Tezpur,Tezpur,Pharmacy,Private,True,active,False,False,,2010.0,1-7575899383,2026-07-03,,
INST_0366,"Government Engineering College, Chennai",Tamil Nadu,Salem,Salem,Engineering,Govt,True,active,False,True,2027-11-28,1986.0,1-2680445453,2026-06-18,,
INST_0367,BMS Inst. of Tech.,West Bengal,Bardhaman,Bardhaman,Engineering,Private,True,active,False,False,,1976.0,8-2735318126,2026-07-24,,
INST_0368,"Sri Sathya Sai College of Management Studies, South Delhi",Delhi,South Delhi,South Delhi,Management,Private,True,active,False,False,,2017.0,7-3254911515,2026-05-20,,
INST_0369,"Sharda Inst. of Engg. and Management, Vadodara",Gujarat,Vadodara,Vadodara,Engineering,Private,True,active,False,False,,2000.0,3-1661696235,2026-08-04,,
INST_0370,"Vishwakarma Institute of Technology & Science, Jorhat",Assam,Jorhat,Jorhat,Engineering,Private,True,active,True,True,2025-11-05,1971.0,1-8424104327,2026-07-15,,
INST_0371,"Sree Dattha Institute of Management Studies, Rohtak",Haryana,Rohtak,Rohtak,Management,Private,True,active,False,True,2027-12-06,1962.0,8-1511699492,2026-06-14,,
INST_0372,"Government Engineering College, Varanasi.",Uttar Pradesh,Varanasi,Varanasi,Engineering,Govt,True,active,True,True,2026-03-07,1998.0,4-2414286156,2026-05-19,,
INST_0373,"Government Institute of Management, Vizianagaram",Andhra Pradesh,Vizianagaram,Vizianagaram,Management,Govt,True,active,False,False,,1994.0,5-7774785660,2026-06-30,,
INST_0374,"Nitte College of Fine and Applied Arts, Kota",Rajasthan,Kota,Kota,Applied Arts,Private,True,active,False,False,,1977.0,5-1710988024,2026-06-07,,
INST_0375,"Malla Reddy School of Architecture, Karaikal",Puducherry,Karaikal,Karaikal,Architecture,Private,True,active,False,False,,1960.0,2-8406531003,2026-06-14,,
INST_0376,"Manipal Institute of Polytechnic, Mysuru",Karnataka,Mysuru,Mysuru,Polytechnic,Private,True,active,False,False,,1987.0,1-5234102351,2026-06-15,,
INST_0377,"Shri Institute of Engineering and Management, Siddipet",Telangana,Siddipet,Siddipet,Engineering,Private,True,active,True,False,,1977.0,4-4645767208,2026-05-29,,
INST_0378,"Anurag Engineering College, Madurai",Tamil Nadu,Madurai,Madurai,Engineering,Private,True,active,False,False,,2009.0,2-5624865207,2026-07-20,,
INST_0379,"Government College of Architecture, Indore",Madhya Pradesh,Indore,Indore,Architecture,Govt,True,active,False,False,,1972.0,1-7877666642,2026-07-29,,
INST_0380,"Government Institute of Management, Kadapa",Andhra Pradesh,Kadapa,Kadapa,Management,Govt,True,active,True,False,,1996.0,1-3694884972,2026-05-19,,
INST_0381,"Government Institute of Pharmaceutical Sciences, Jalandhar",Punjab,Jalandhar,Jalandhar,Pharmacy,Govt,False,closed,True,True,2026-02-03,1992.0,1-9801995387,2026-06-13,,
INST_0382,Government Engineering College.,Kerala,Thiruvananthapuram,Thiruvananthapuram,Engineering,Govt,True,active,False,True,2030-04-04,1977.0,7-1523801839,2026-06-16,,
INST_0383,"Government College of Management Studies, Varanasi",Uttar Pradesh,Varanasi,Varanasi,Management,Govt,True,active,False,True,2024-08-06,1981.0,7-8225846502,2026-05-28,,
INST_0384,"Sree Dattha Institute of Business Management, Bilaspur",Chhattisgarh,Bilaspur,Bilaspur,Management,Private,True,active,False,False,,2004.0,5-8250779568,2026-06-22,,
INST_0385,"Siddhartha Engineering College, Varanasi",Uttar Pradesh,Varanasi,Varanasi,Engineering,Private,False,closed,False,False,,2013.0,4-6704751030,2026-06-15,,
INST_0386,"Government Engineering College, Bikaner",Rajasthan,Bikaner,Bikaner,Engineering,Govt,True,active,False,True,2028-08-18,1978.0,1-4273852628,2026-06-10,,
INST_0387,"KLE Institute of Management Studies, Cuttack",Odisha,Cuttack,Cuttack,Management,Private,True,active,True,True,2028-02-29,1994.0,6-2084379614,2026-05-30,,
INST_0388,"Sathyabama School of Planning and Architecture, Raipur",Chhattisgarh,Raipur,Raipur,Architecture,Private,True,active,True,False,,1974.0,3-7240374844,2026-06-05,,
INST_0389,"Government College of Engineering, Chennai",Tamil Nadu,Chennai,Chennai,Engineering,Govt,True,active,False,False,,1977.0,5-2283240115,2026-05-21,,
INST_0390,"Government Polytechnic, North Delhi",Delhi,North Delhi,North Delhi,Polytechnic,Govt,True,active,False,False,,2012.0,6-6421280277,2026-07-17,,
INST_0391,"Government Engineering College, Pune",Maharashtra,Pune,Pune,Engineering,Govt,True,active,False,False,,1984.0,7-9148476932,2026-06-10,,
INST_0392,"KLE College of Engineering and Technology, Nashik",Maharashtra,Nashik,Nashik,Engineering,Private,False,closed,False,True,2024-09-06,1986.0,1-8933913028,2026-06-02,,
INST_0393,"Reva Institute of Technology and Science, Howrah",West Bengal,Howrah,Howrah,Engineering,Private,True,active,True,True,2024-04-22,1961.0,3-7467344023,2026-05-23,,
INST_0394,"Vignan Institute of Science and Technology, Allahabad",Uttar Pradesh,Allahabad,Allahabad,Engineering,Private,True,active,False,False,,2011.0,1-1522690379,2026-07-27,,
INST_0395,"Chaitanya Institute of Science and Technology, Kozhikode",Kerala,Kozhikode,Kozhikode,Engineering,Private,True,active,False,True,2027-12-21,1992.0,1-9269575739,2026-08-12,,
INST_0396,"Bharath Inst. of Pharmaceutical Sciences, Siddipet",Telangana,Siddipet,Siddipet,Pharmacy,Private,False,closed,False,False,,1995.0,5-2287110902,2026-08-16,,
INST_0397,"Sharda School of Business Administration, Nizamabad",Telangana,Nizamabad,Nizamabad,Management,Private,True,active,False,True,2030-07-23,1997.0,8-5652741211,2026-06-27,,
INST_0398,"Government College of Pharmacy, Jodhpur",Rajasthan,Jodhpur,Jodhpur,Pharmacy,Govt,True,active,False,True,2025-02-24,2007.0,5-1133269987,2026-08-14,,
INST_0399,"Raghu College of Applied Arts, Junagadh",Gujarat,Junagadh,Junagadh,Applied Arts,Private,True,active,False,False,,2002.0,5-3608110390,2026-06-26,,
INST_0400,"Anurag Engineering College, Warangal",Telangana,Warangal,Warangal,Autonomous,Govt,True,active,False,False,,2005.0,1-6073855565,2026-08-02,,
INST_0401,"K.S.R. College of Engineering and Technology, Ghaziabad",Uttar Pradesh,Ghaziabad,Ghaziabad,Engineering,Private,True,active,False,False,,2021.0,7-5525036530,2026-07-18,,
INST_0402,"Government College of Engineering, Kollam",Kerala,Kollam,Kollam,Engineering,Govt,True,active,False,False,,1997.0,5-3314727079,2026-08-06,,
INST_0403,"Dr. B.R. Ambedkar Engineering College, Kolhapur",Maharashtra,Kolhapur,Kolhapur,Engineering,Private,True,active,False,False,,1969.0,8-2838841500,2026-07-09,,
INST_0404,"Amity College of Pharmacy and Research, Durgapur",West Bengal,Durgapur,Durgapur,Pharmacy,Private,True,active,False,True,2025-01-03,2006.0,1-7422312201,2026-06-23,,
INST_0405,"Government College of Engineering, Durgapur",West Bengal,Bardhaman,Bardhaman,Engineering,Govt,True,active,False,False,,1975.0,6-3222100205,2026-07-10,,
INST_0406,"Siddhartha Institute of Technology and Science, Nagpur",Maharashtra,Nagpur,Nagpur,Engineering,Private,True,active,False,True,2026-02-05,2020.0,3-3820001068,2026-07-01,,
INST_0407,"Government Engineering College, Udaipur",Rajasthan,Bikaner,Bikaner,Engineering,Govt,True,active,False,False,,2008.0,2-2826473363,2026-07-11,,
INST_0408,"Government College of Engineering, Gwalior",Madhya Pradesh,Gwalior,Gwalior,Engineering,Govt,True,active,False,True,2027-01-07,1998.0,2-2721635707,2026-05-29,,
INST_0409,"Lovely Institute of Technology, Meerut",Uttar Pradesh,Meerut,Meerut,Engineering,Private,True,active,False,False,,1985.0,4-6864297103,2026-07-03,,
INST_0410,"Government College of Pharmacy, Jalandhar",Punjab,Jalandhar,Jalandhar,Pharmacy,Govt,True,active,False,True,2029-11-02,2020.0,2-4670800483,2026-05-20,,
INST_0411,"Shri Institute of Technology and Science, Aurangabad",Maharashtra,Aurangabad,Aurangabad,Autonomous,Private,True,active,False,True,2030-01-29,2017.0,3-7481800882,2026-08-11,,
INST_0412,"Kalinga Institute of Engineering and Management, Solapur",Maharashtra,Solapur,Solapur,Engineering,Private,False,closed,True,False,,1967.0,1-9612746552,2026-05-18,,
INST_0413,"Government College of Engineering, Warangal",Telangana,Warangal,Warangal,Engineering,Govt,,unapproved,False,False,,1987.0,6-6368806510,2026-07-28,,
INST_0414,"Lokmanya College of Architecture, Hubballi",Karnataka,Hubballi,Hubballi,Architecture,Private,True,active,False,True,2030-03-11,1982.0,6-6776742698,2026-05-18,,
INST_0415,"Government School of Architecture, Udaipur",Rajasthan,Udaipur,Udaipur,Architecture,Govt,True,active,False,True,2024-01-08,1983.0,5-2312597678,2026-08-08,,
INST_0416,"SRI VENKATESWARA SCHOOL OF ARCHITECTURE, BENGALURU",Karnataka,Bengaluru,Bengaluru,Architecture,Private,True,active,False,True,2027-02-19,2019.0,2-1047781570,2026-07-20,,
INST_0417,"Government College of Engineering, Mysuru",Karnataka,Mysuru,Mysuru,Engineering,Govt,True,active,False,False,,1968.0,7-8316449760,2026-08-05,,
INST_0418,"Institute of Technology, Ghaziabad",Uttar Pradesh,Ghaziabad,Ghaziabad,Autonomous,Private,True,active,False,True,2029-06-02,2012.0,3-2359462188,2026-07-31,,
INST_0419,"Government Engineering College, Vijayawada",Andhra Pradesh,Vizianagaram,Vizianagaram,Engineering,Govt,True,active,False,False,,1987.0,2-5126748714,2026-07-14,,
INST_0420,"Government College of Architecture, Hyderabad",Telangana,Hyderabad,Hyderabad,Architecture,Govt,True,active,False,True,2030-10-08,1977.0,3-9630258715,2026-07-02,,
INST_0421,"Malla Reddy Institute of Technology and Science, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore,Engineering,Private,True,active,False,True,2025-05-29,2013.0,4-1274719375,2026-05-19,,
INST_0422,"Saveetha Institute of Engineering and Technology, Chennai",Tamil Nadu,Chennai,Chennai,Engineering,Private,True,active,False,False,,1997.0,8-6463836358,2026-06-12,,
INST_0423,"Srinivasa Institute of Engineering and Management, Anantapur",Andhra Pradesh,Anantapur,Anantapur,Engineering,Private,True,active,False,True,2026-03-22,1995.0,4-5625532154,2026-06-22,,
INST_0424,"Government College of Engineering, Mohali",Punjab,Mohali,Mohali,Engineering,Govt,True,active,False,True,2029-04-10,1967.0,6-1485228254,2026-06-20,,
INST_0425,"Anurag Institute of Science and Technology, Ranchi",Jharkhand,Ranchi,Ranchi,Engineering,Private,True,active,False,False,,2000.0,5-9189280840,2026-06-15,,
INST_0426,"GOVERNMENT COLLEGE OF MANAGEMENT STUDIES, HOWRAH",West Bengal,Howrah,Howrah,Management,Govt,True,active,False,False,,2004.0,1-5292467412,2026-06-23,,
INST_0427,"Geethanjali Institute of Technology, Hamirpur",Himachal Pradesh,Hamirpur,Hamirpur,Engineering,Private,True,active,True,True,2028-05-31,1988.0,6-8723709478,2026-06-07,,
INST_0428,"Galgotias Engineering College, Jabalpur",Madhya Pradesh,Jabalpur,Jabalpur,Engineering,Private,True,active,False,False,,1964.0,3-7895774375,2026-06-09,,
INST_0429,"Government School of Architecture, Nagpur",Maharashtra,Nagpur,Nagpur,Architecture,Govt,True,active,False,False,,1968.0,3-1475197168,2026-06-21,,
INST_0430,"Vaagdevi College of Engineering, Karimnagar",Telangana,Karimnagar,Karimnagar,Engineering,Private,True,active,False,False,,1961.0,7-1727946119,2026-05-28,,
INST_0431,"Amity Institute of Polytechnic Studies, Lucknow",Uttar Pradesh,Lucknow,Lucknow,Polytechnic,Private,True,active,True,True,2030-08-26,2007.0,4-5379733424,2026-07-02,,
INST_0432,"Sri Sathya Sai Engineering College, Thanjavur",Tamil Nadu,Thanjavur,Thanjavur,Autonomous,Govt,True,active,False,False,,1988.0,8-1787146382,2026-06-16,,
INST_0433,"Government Engineering College, Indore",Madhya Pradesh,Indore,Indore,Engineering,Govt,False,closed,True,False,,2012.0,4-6665139895,2026-05-27,,
INST_0434,"Government Institute of Management, Darbhanga",Bihar,Darbhanga,Darbhanga,Management,Govt,,unapproved,False,False,,1989.0,1-1336877256,2026-07-19,,
INST_0435,"Vasavi Business School, Ballari",Karnataka,Ballari,Ballari,Management,Private,True,active,False,True,2024-05-21,1987.0,7-5504161577,2026-08-16,,
INST_0436,"Government Engineering College, Davanagere",Karnataka,Davanagere,Davanagere,Engineering,Govt,True,active,False,False,,2006.0,6-3429083107,2026-07-08,,
INST_0437,"Amrita Institute of Pharmaceutical Sciences, Solapur",Maharashtra,Solapur,Solapur,Pharmacy,Private,True,active,False,True,2027-08-06,1975.0,5-6812735546,2026-05-23,,
INST_0438,Sardar Institute of Technology,Uttar Pradesh,Kanpur,Kanpur,Engineering,Private,True,active,False,False,,2004.0,1-6515318114,2026-05-19,,
INST_0439,"Government Engineering College, Visakhapatnam",Andhra Pradesh,Visakhapatnam,Visakhapatnam,Engineering,Govt,True,active,False,False,,2012.0,1-6751040840,2026-07-19,,
INST_0440,"Government College of Engineering, Thrissur",Kerala,Thrissur,Thrissur,Engineering,Govt,False,closed,False,False,,2000.0,7-5138867956,2026-08-16,,
INST_0441,"Christ Pharmacy College, Allahabad",Uttar Pradesh,Allahabad,Allahabad,Pharmacy,Private,,unapproved,True,True,2029-11-22,1997.0,2-9881953390,2026-07-27,,
INST_0442,"Government College of Management Studies, Mohali",Punjab,Mohali,Mohali,Management,Govt,True,active,False,False,,1975.0,2-9817335445,2026-06-18,,
INST_0443,"Sri Indu College of Engineering and Technology, Bengaluru",Karnataka,Bengaluru,Bengaluru,Engineering,Private,True,active,False,False,,2013.0,1-3044856083,2026-05-18,,
INST_0444,"Bharath College of Applied Arts, Nainital",Uttarakhand,Nainital,Nainital,Applied Arts,Private,True,active,False,False,,1970.0,5-2873568331,2026-07-17,,
INST_0445,"Government College of Management Studies, Tezpur",Assam,Tezpur,Tezpur,Management,Govt,True,active,False,False,,2004.0,4-9281980991,2026-07-22,,
INST_0446,"Government College of Engineering, Ujjain",Madhya Pradesh,Ujjain,Ujjain,Engineering,Govt,True,active,False,False,,1978.0,1-6001623538,2026-07-09,,
INST_0447,"Lendi Institute of Applied Arts, Berhampur",Odisha,Berhampur,Berhampur,Applied Arts,Private,True,active,False,True,2030-06-05,2010.0,1-6839638954,2026-06-14,,
INST_0448,"Chaitanya College of Fine and Applied Arts, Madurai",Tamil Nadu,Madurai,Madurai,Applied Arts,Private,True,active,True,True,2029-07-25,2012.0,3-2809210088,2026-06-28,,
INST_0449,"Manipal Institute of Technology and Science, Bengaluru",Karnataka,Bengaluru,Bengaluru,Engineering,Private,True,active,False,False,,1990.0,1-1713641379,2026-05-26,,
INST_0450,"Government College of Engineering, Vellore",Tamil Nadu,Salem,Salem,Engineering,Govt,True,active,False,False,,2019.0,3-3070472986,2026-07-28,,
INST_0451,"Government College of Management Studies, Ghaziabad",Uttar Pradesh,Ghaziabad,Ghaziabad,Management,Govt,True,active,False,False,,1968.0,3-2116239840,2026-05-20,,
INST_0452,"D.Y. Patil Institute of Management Studies, Hubballi",Karnataka,Hubballi,Hubballi,Management,Private,True,active,False,True,2025-03-08,1986.0,3-2075833737,2026-05-25,,
INST_0453,"BMS Inst. of Pharmaceutical Sciences, Davanagere",Karnataka,Davanagere,Davanagere,Pharmacy,Private,True,active,False,False,,1995.0,3-1364908176,2026-07-08,,
INST_0454,"Vishwakarma Institute of Engineering and Technology, Bilaspur",Chhattisgarh,Bilaspur,Bilaspur,Engineering,Private,True,active,False,False,,2010.0,7-1106559840,2026-08-07,,
INST_0455,"Girijananda Chowdhury College of Engineering and Technology, Vizianagaram",Andhra Pradesh,Vizianagaram,Vizianagaram,Engineering,Private,True,active,False,False,,1995.0,7-5747665867,2026-08-10,,
INST_0456,"D.Y. Patil College of Engineering and Technology, Amravati",Maharashtra,Amravati,Amravati,Engineering,Private,False,closed,False,False,,1974.0,4-7642592426,2026-06-09,,
INST_0457,"Government Institute of Management, Durgapur.",West Bengal,Durgapur,Durgapur,Management,Govt,True,active,True,False,,1964.0,1-1966344941,2026-07-15,,
INST_0458,"Government Engineering College, Vellore",Tamil Nadu,Vellore,Vellore,Engineering,Govt,True,active,False,False,,1980.0,6-8845770037,2026-07-01,,
INST_0459,BMS Institute of Technology,Maharashtra,Amravati,Amravati,Engineering,Private,True,active,False,False,,1993.0,2-6075527661,2026-07-22,,
INST_0460,"Kakatiya School of Management, Lucknow",Uttar Pradesh,Lucknow,Lucknow,Management,Private,True,active,False,True,2024-02-09,2012.0,3-7731784881,2026-07-06,,
INST_0461,"Government College of Architecture, Anantapur",Andhra Pradesh,Anantapur,Anantapur,Architecture,Govt,True,active,False,True,2026-01-06,2018.0,2-3612513321,2026-08-01,,
INST_0462,"Government College of Engineering, Hyderabad",Telangana,Nizamabad,Nizamabad,Engineering,Govt,True,active,True,True,2028-10-28,2003.0,6-8337224106,2026-08-01,,
INST_0463,"Lendi Institute of Polytechnic Studies, Tirunelveli",Tamil Nadu,Tirunelveli,Tirunelveli,Polytechnic,Private,True,active,False,True,2024-04-15,1995.0,8-9868577402,2026-06-27,,
INST_0464,"Government Engineering College, Bhubaneswar",Odisha,Bhubaneswar,Bhubaneswar,Engineering,Govt,True,active,False,False,,1997.0,3-6047372465,2026-07-20,,
INST_0465,"Indian Institute of Information Technology, Korba",Chhattisgarh,Korba,Korba,Autonomous,Private,True,active,True,True,2029-12-08,2009.0,1-4161350134,2026-06-28,,
INST_0466,Government Engineering College,Karnataka,Belagavi,Belagavi,Engineering,Govt,True,active,False,False,,1973.0,3-5247530671,2026-06-20,,
INST_0467,"Sri Indu Institute of Architecture and Planning, Vizianagaram",Andhra Pradesh,Vizianagaram,Vizianagaram,Architecture,Private,True,active,False,False,,1965.0,6-3895773921,2026-08-05,,
INST_0468,"Government Institute of Polytechnic Studies, Rajkot",Gujarat,Rajkot,Rajkot,Polytechnic,Govt,True,active,False,False,,1982.0,8-9136468123,2026-08-09,,
INST_0469,"NMAM Institute of Engineering and Management, Bengaluru",Karnataka,Bengaluru,Bengaluru,Engineering,Private,True,active,False,False,,2003.0,3-3911257572,2026-06-11,,
INST_0470,"Sardar Engineering College, Hyderabad",Telangana,Hyderabad,Hyderabad,Engineering,Private,False,closed,False,True,2026-11-01,1996.0,1-3841278551,2026-08-11,,
INST_0471,"Reva Engineering College, Tezpur",Assam,Tezpur,Tezpur,Engineering,Private,True,active,False,False,,1984.0,6-5011455898,2026-05-21,,
INST_0472,"Andhra Institute of Management Studies, Bokaro",Jharkhand,Bokaro,Bokaro,Management,Private,True,active,False,True,2025-07-12,2007.0,8-9157536339,2026-05-24,,
INST_0473,"Government Engineering College, Kolhapur",Maharashtra,Pune,Pune,Engineering,Govt,False,closed,False,False,,1961.0,7-6877077100,2026-06-19,,
INST_0474,"Government Polytechnic, Rourkela",Odisha,Rourkela,Rourkela,Polytechnic,Govt,False,closed,False,True,2025-03-27,1988.0,4-5059740042,2026-08-15,,
INST_0475,"Government College of Engineering, Ludhiana",Punjab,Ludhiana,Ludhiana,Engineering,Govt,False,closed,False,False,,1976.0,6-8832080366,2026-06-04,,
INST_0476,"Sri Indu College of Pharmacy, Ahmedabad",Gujarat,Ahmedabad,Ahmedabad,Pharmacy,Private,True,active,False,False,,1983.0,4-1848214447,2026-05-29,,
INST_0477,"Government Engineering College, Jaipur",Rajasthan,Jaipur,Jaipur,Engineering,Govt,True,active,False,True,2028-06-03,2012.0,8-2334511275,2026-05-19,,
INST_0478,"Ideal Institute of Technology, Nashik",Maharashtra,Nashik,Nashik,Engineering,Private,True,active,False,True,2024-07-15,1964.0,6-5222202402,2026-05-23,,
INST_0479,"Lokmanya Institute of Applied Arts and Crafts, Kota",Rajasthan,Kota,Kota,Applied Arts,Private,True,active,False,True,2024-09-05,1990.0,8-1221913811,2026-05-28,,
