course_id,institution_id,course_name,department,duration_years,intake_capacity,fee_per_year,course_status,last_updated
CRS_188,INST_0069,B.Tech Civil Engineering,CIVIL,4,82,206888.00,active,2026-07-20 12:00:00
CRS_189,INST_0070,B.Tech Artificial Intelligence and Machine Learning,AIML,4,31,236493.00,active,2024-06-17 12:00:00
CRS_19,INST_0009,MBA,MBA,2,46,115973.00,active,2026-06-29 12:00:00
CRS_190,INST_0070,M.Tech VLSI Design,PG-ECE,2,147,84568.00,active,2023-06-17 12:00:00
CRS_191,INST_0070,B.Tech Cybersecurity and Digital Forensics,CYS,4,32,113954.00,active,2026-06-14 12:00:00
CRS_192,INST_0071,B.Tech Computer Science and Business Systems,CSBS,4,94,213201.00,active,2026-08-01 12:00:00
CRS_193,INST_0071,M.Tech VLSI Design,PG-ECE,2,156,33061.00,closed,2023-12-22 12:00:00
CRS_194,INST_0071,B.Tech Cybersecurity and Digital Forensics,CYS,4,121,141681.00,active,2024-04-26 12:00:00
CRS_195,INST_0071,Diploma in Computer Engineering,DIP-CSE,3,134,246277.00,closed,2026-06-02 12:00:00
CRS_196,INST_0072,B.Tech Information Technology,IT,4,160,63312.00,active,2026-07-16 12:00:00
CRS_197,INST_0072,Diploma in Computer Engineering,DIP-CSE,3,33,118357.00,active,2026-07-18 12:00:00
CRS_198,INST_0072,M.Tech VLSI Design,PG-ECE,2,148,179424.00,active,2026-07-28 12:00:00
CRS_199,INST_0072,B.Tech Artificial Intelligence and Machine Learning,AIML,4,48,191182.00,active,2026-05-30 12:00:00
CRS_2,INST_0001,MCA,MCA,3,88,146168.00,active,2023-09-06 12:00:00
CRS_20,INST_0009,B.Tech Internet of Things,IOT,4,84,43925.00,active,2022-09-07 12:00:00
CRS_200,INST_0073,B.Tech Automobile Engineering,AUTO,4,35,44945.00,active,2026-04-18 12:00:00
CRS_201,INST_0073,M.Tech Artificial Intelligence,PG-AI,2,93,88413.00,active,2026-05-12 12:00:00
CRS_202,INST_0073,B.Tech Internet of Things,IOT,4,139,149167.00,active,2026-07-01 12:00:00
CRS_203,INST_0074,B.Tech Artificial Intelligence and Machine Learning,AIML,4,61,53461.00,active,2026-04-19 12:00:00
CRS_204,INST_0074,B.Tech Internet of Things,IOT,4,107,102727.00,closed,2026-05-23 12:00:00
CRS_205,INST_0074,Diploma in Computer Engineering,DIP-CSE,3,176,63125.00,active,2026-07-16 12:00:00
CRS_206,INST_0075,M.Tech Computer Science,PG-CSE,2,78,174641.00,active,2026-07-22 12:00:00
CRS_207,INST_0075,B.Tech Internet of Things,IOT,4,73,114931.00,active,2023-05-21 12:00:00
CRS_208,INST_0075,B.Tech Robotics and Automation,ROB,4,74,30554.00,active,2021-12-13 12:00:00
CRS_209,INST_0076,M.Tech Computer Science,PG-CSE,2,128,108215.00,active,2023-04-05 12:00:00
CRS_21,INST_0010,MBA,MBA,2,171,99083.00,closed,2024-04-14 12:00:00
CRS_210,INST_0076,M.Tech Power Systems,PG-EEE,2,102,145796.00,active,2022-10-16 12:00:00
CRS_211,INST_0077,M.Tech VLSI Design,PG-ECE,2,133,68260.00,active,2025-02-21 12:00:00
CRS_212,INST_0077,B.Tech Computer Science and Business Systems,CSBS,4,121,31738.00,active,2026-06-10 12:00:00
CRS_213,INST_0078,B.Tech Biotechnology,BT,4,137,160271.00,active,2026-05-25 12:00:00
CRS_214,INST_0078,B.Pharm,PHARM,4,51,96641.00,active,2026-08-12 12:00:00
CRS_215,INST_0079,Diploma in Computer Engineering,DIP-CSE,3,91,92553.00,active,2022-10-12 12:00:00
CRS_216,INST_0079,B.Tech Cybersecurity and Digital Forensics,CYS,4,104,82043.00,active,2021-06-19 12:00:00
CRS_217,INST_0079,M.Tech Computer Science,PG-CSE,2,180,150464.00,active,2021-09-09 12:00:00
CRS_218,INST_0080,MBA,MBA,2,99,172527.00,closed,2026-06-30 12:00:00
CRS_219,INST_0080,MCA,MCA,3,159,112827.00,active,2026-07-28 12:00:00
CRS_22,INST_0010,B.Tech Computer Science and Business Systems,CSBS,4,43,230755.00,active,2026-06-13 12:00:00
CRS_220,INST_0081,Diploma in Mechanical Engineering,DIP-MECH,3,157,87104.00,active,2026-04-30 12:00:00
CRS_221,INST_0081,Diploma in Civil Engineering,DIP-CIVIL,3,60,42649.00,active,2026-07-09 12:00:00
CRS_222,INST_0081,B.Tech Civil Engineering,CIVIL,4,134,150362.00,active,2026-06-07 12:00:00
CRS_223,INST_0081,B.Tech Electronics and Communication Engineering,ECE,4,110,114046.00,closed,2022-03-16 12:00:00
CRS_224,INST_0082,B.Tech Robotics and Automation,ROB,4,95,80097.00,active,2023-03-15 12:00:00
CRS_225,INST_0082,B.Tech Aerospace Engineering,AE,4,45,231932.00,active,2025-05-03 12:00:00
CRS_226,INST_0083,B.Tech Chemical Engineering,CHEM,4,127,36511.00,active,2025-01-02 12:00:00
CRS_227,INST_0083,Diploma in Computer Engineering,DIP-CSE,3,74,240828.00,active,2026-04-18 12:00:00
CRS_228,INST_0084,M.Tech Computer Science,PG-CSE,2,31,102310.00,active,2023-01-06 12:00:00
CRS_229,INST_0084,B.Tech Data Science,DS,4,55,180422.00,active,2026-08-08 12:00:00
CRS_23,INST_0010,M.Tech VLSI Design,PG-ECE,2,99,168662.00,active,2026-07-31 12:00:00
CRS_230,INST_0085,B.Tech Biotechnology,BT,4,100,172824.00,active,2026-06-20 12:00:00
CRS_231,INST_0085,M.Tech Power Systems,PG-EEE,2,109,199547.00,active,2026-04-23 12:00:00
CRS_232,INST_0085,B.Tech Cybersecurity and Digital Forensics,CYS,4,72,57284.00,active,2026-06-04 12:00:00
CRS_233,INST_0087,B.Tech Chemical Engineering,CHEM,4,159,109195.00,active,2022-04-01 12:00:00
CRS_234,INST_0087,B.Tech Artificial Intelligence and Machine Learning,AIML,4,141,58048.00,active,2026-08-09 12:00:00
CRS_235,INST_0087,Diploma in Mechanical Engineering,DIP-MECH,3,112,134806.00,active,2025-01-21 12:00:00
CRS_236,INST_0087,B.Tech Electronics and Communication Engineering,ECE,4,72,35046.00,active,2022-09-08 12:00:00
CRS_237,INST_0088,M.Tech VLSI Design,PG-ECE,2,140,113865.00,active,2026-07-26 12:00:00
CRS_238,INST_0088,B.Tech Mechanical Engineering,MECH,4,34,199710.00,active,2026-04-22 12:00:00
CRS_239,INST_0089,MCA,MCA,3,46,224721.00,active,2022-11-22 12:00:00
CRS_24,INST_0011,B.Tech Electrical and Electronics Engineering,EEE,4,72,126516.00,active,2026-05-29 12:00:00
CRS_240,INST_0089,Diploma in Computer Engineering,DIP-CSE,3,125,211703.00,active,2022-08-13 12:00:00
CRS_241,INST_0089,Diploma in Mechanical Engineering,DIP-MECH,3,163,219592.00,active,2025-04-16 12:00:00
CRS_242,INST_0090,B.Tech Civil Engineering,CIVIL,4,91,40737.00,closed,2022-07-31 12:00:00
CRS_243,INST_0090,B.Tech Automobile Engineering,AUTO,4,58,183933.00,active,2026-06-08 12:00:00
CRS_244,INST_0090,Diploma in Civil Engineering,DIP-CIVIL,3,93,186914.00,active,2026-07-22 12:00:00
CRS_245,INST_0090,B.Tech Electrical and Electronics Engineering,EEE,4,156,247147.00,active,2026-08-10 12:00:00
CRS_246,INST_0091,M.Tech VLSI Design,PG-ECE,2,91,113132.00,active,2026-06-25 12:00:00
CRS_247,INST_0091,B.Pharm,PHARM,4,128,202025.00,active,2022-01-09 12:00:00
CRS_248,INST_0091,M.Tech Power Systems,PG-EEE,2,59,189259.00,active,2026-05-02 12:00:00
CRS_249,INST_0092,MBA Business Analytics,MBA-BA,2,60,191391.00,active,2024-05-14 12:00:00
CRS_25,INST_0011,B.Tech Artificial Intelligence and Machine Learning,AIML,4,36,72937.00,active,2022-12-14 12:00:00
CRS_250,INST_0092,B.Tech Aerospace Engineering,AE,4,121,132543.00,active,2023-02-18 12:00:00
CRS_251,INST_0092,M.Tech Computer Science,PG-CSE,2,145,248685.00,active,2026-06-06 12:00:00
CRS_252,INST_0092,B.Tech Automobile Engineering,AUTO,4,46,238863.00,closed,2024-03-05 12:00:00
CRS_253,INST_0093,B.Tech Artificial Intelligence and Machine Learning,AIML,4,127,160479.00,active,2026-07-22 12:00:00
CRS_254,INST_0093,M.Tech Power Systems,PG-EEE,2,60,31378.00,active,2023-10-21 12:00:00
CRS_255,INST_0093,MBA Business Analytics,MBA-BA,2,134,33008.00,active,2026-06-24 12:00:00
CRS_256,INST_0094,MCA,MCA,3,166,248990.00,active,2026-08-02 12:00:00
CRS_257,INST_0094,M.Tech Data Science,PG-DS,2,70,63959.00,active,2026-05-04 12:00:00
CRS_258,INST_0094,B.Tech Computer Science and Engineering,CSE,4,91,35921.00,active,2022-11-20 12:00:00
CRS_259,INST_0095,B.Tech Civil Engineering,CIVIL,4,175,77126.00,active,2026-05-27 12:00:00
CRS_26,INST_0012,B.Tech Electronics and Communication Engineering,ECE,4,33,143875.00,active,2023-11-11 12:00:00
CRS_260,INST_0095,B.Pharm,PHARM,4,142,110866.00,active,2026-08-02 12:00:00
CRS_261,INST_0096,MBA Business Analytics,MBA-BA,2,155,77348.00,active,2022-10-03 12:00:00
CRS_262,INST_0096,B.Tech Biotechnology,BT,4,73,114689.00,active,2026-07-13 12:00:00
CRS_263,INST_0096,M.Tech Computer Science,PG-CSE,2,79,56714.00,closed,2026-07-16 12:00:00
CRS_264,INST_0097,B.Tech Automobile Engineering,AUTO,4,47,44029.00,active,2026-05-28 12:00:00
CRS_265,INST_0097,B.Tech Aerospace Engineering,AE,4,147,161250.00,active,2025-03-07 12:00:00
CRS_266,INST_0098,B.Tech Biotechnology,BT,4,91,236491.00,active,2026-08-06 12:00:00
CRS_267,INST_0098,B.Arch,ARCH,5,168,183572.00,active,2026-06-06 12:00:00
CRS_268,INST_0099,MBA,MBA,2,113,115317.00,active,2024-08-22 12:00:00
CRS_269,INST_0099,MCA,MCA,3,67,189032.00,active,2024-05-07 12:00:00
CRS_27,INST_0012,Diploma in Mechanical Engineering,DIP-MECH,3,131,62836.00,active,2026-07-15 12:00:00
CRS_270,INST_0100,MCA,MCA,3,81,128100.00,active,2026-05-18 12:00:00
CRS_271,INST_0100,B.Tech Electrical and Electronics Engineering,EEE,4,80,196242.00,closed,2022-04-01 12:00:00
CRS_272,INST_0101,B.Tech Computer Science and Engineering,CSE,4,142,84154.00,active,2025-03-19 12:00:00
CRS_273,INST_0101,B.Tech Computer Science and Business Systems,CSBS,4,105,79227.00,active,2026-08-07 12:00:00
CRS_274,INST_0101,MBA Business Analytics,MBA-BA,2,70,120153.00,active,2023-05-08 12:00:00
CRS_275,INST_0101,B.Tech Aerospace Engineering,AE,4,109,226564.00,active,2026-06-05 12:00:00
CRS_276,INST_0102,Diploma in Artificial Intelligence,DIP-AI,3,54,204666.00,active,2024-04-03 12:00:00
CRS_277,INST_0102,B.Tech Chemical Engineering,CHEM,4,131,110786.00,active,2026-06-28 12:00:00
CRS_278,INST_0103,B.Pharm,PHARM,4,76,154036.00,active,2026-06-23 12:00:00
CRS_279,INST_0103,B.Tech Chemical Engineering,CHEM,4,33,134187.00,active,2023-09-24 12:00:00
CRS_28,INST_0013,M.Tech VLSI Design,PG-ECE,2,97,170663.00,active,2022-01-07 12:00:00
CRS_280,INST_0103,B.Tech Artificial Intelligence and Data Science,AIDS,4,104,236861.00,active,2026-04-18 12:00:00
CRS_281,INST_0103,B.Arch,ARCH,5,30,123352.00,active,2026-06-06 12:00:00
CRS_282,INST_0104,B.Tech Aerospace Engineering,AE,4,103,226405.00,active,2026-08-04 12:00:00
CRS_283,INST_0104,M.Tech Data Science,PG-DS,2,76,56038.00,active,2021-10-28 12:00:00
CRS_284,INST_0104,B.Tech Biotechnology,BT,4,156,191449.00,active,2026-05-17 12:00:00
CRS_285,INST_0105,Diploma in Computer Engineering,DIP-CSE,3,33,179666.00,active,2026-04-27 12:00:00
CRS_286,INST_0105,B.Tech Electronics and Communication Engineering,ECE,4,143,71441.00,active,2026-06-26 12:00:00
CRS_287,INST_0106,B.Tech Robotics and Automation,ROB,4,54,25978.00,active,2026-07-20 12:00:00
CRS_288,INST_0106,MCA,MCA,3,101,214214.00,active,2026-06-05 12:00:00
CRS_289,INST_0106,B.Pharm,PHARM,4,155,216880.00,active,2026-06-21 12:00:00
CRS_29,INST_0013,B.Tech Computer Science and Business Systems,CSBS,4,65,56549.00,active,2024-03-02 12:00:00
CRS_290,INST_0107,B.Tech Chemical Engineering,CHEM,4,62,158674.00,active,2026-06-12 12:00:00
CRS_291,INST_0107,B.Tech Electrical and Electronics Engineering,EEE,4,118,136693.00,active,2026-04-27 12:00:00
CRS_292,INST_0107,M.Tech Data Science,PG-DS,2,70,131351.00,active,2026-05-05 12:00:00
CRS_293,INST_0108,B.Tech Aerospace Engineering,AE,4,150,67958.00,active,2024-02-07 12:00:00
CRS_294,INST_0108,M.Tech VLSI Design,PG-ECE,2,143,164343.00,closed,2026-06-01 12:00:00
CRS_295,INST_0108,B.Pharm,PHARM,4,157,154937.00,active,2026-07-30 12:00:00
CRS_296,INST_0108,B.Tech Robotics and Automation,ROB,4,113,215990.00,active,2026-07-09 12:00:00
CRS_297,INST_0109,B.Tech Computer Science and Engineering,CSE,4,76,214155.00,active,2026-06-09 12:00:00
CRS_298,INST_0109,Diploma in Civil Engineering,DIP-CIVIL,3,79,244215.00,active,2022-09-18 12:00:00
CRS_299,INST_0109,M.Tech Artificial Intelligence,PG-AI,2,152,92764.00,active,2023-04-13 12:00:00
CRS_3,INST_0001,M.Tech Power Systems,PG-EEE,2,54,201960.00,active,2022-03-30 12:00:00
CRS_30,INST_0013,B.Tech Robotics and Automation,ROB,4,123,113563.00,active,2026-05-17 12:00:00
CRS_300,INST_0110,MBA,MBA,2,109,25485.00,active,2026-07-04 12:00:00
CRS_301,INST_0110,Diploma in Electrical Engineering,DIP-EEE,3,178,39697.00,active,2026-05-09 12:00:00
CRS_302,INST_0110,B.Tech Automobile Engineering,AUTO,4,81,60720.00,closed,2026-04-29 12:00:00
CRS_303,INST_0110,M.Tech Power Systems,PG-EEE,2,60,240629.00,active,2026-08-07 12:00:00
CRS_304,INST_0112,B.Tech Artificial Intelligence and Machine Learning,AIML,4,125,147772.00,active,2026-07-14 12:00:00
CRS_305,INST_0112,B.Pharm,PHARM,4,132,140300.00,active,2026-08-06 12:00:00
CRS_306,INST_0112,MCA,MCA,3,101,89930.00,active,2025-01-26 12:00:00
CRS_307,INST_0112,B.Tech Electrical and Electronics Engineering,EEE,4,77,171124.00,active,2022-06-06 12:00:00
CRS_308,INST_0113,MCA,MCA,3,135,161337.00,active,2022-08-04 12:00:00
CRS_309,INST_0113,B.Tech Biotechnology,BT,4,144,240485.00,active,2025-06-09 12:00:00
CRS_31,INST_0013,M.Tech Artificial Intelligence,PG-AI,2,134,192208.00,active,2024-08-16 12:00:00
CRS_310,INST_0113,M.Tech Data Science,PG-DS,2,113,109518.00,active,2026-06-01 12:00:00
CRS_311,INST_0113,B.Tech Artificial Intelligence and Data Science,AIDS,4,109,182422.00,active,2023-04-15 12:00:00
CRS_312,INST_0114,M.Tech Power Systems,PG-EEE,2,175,222158.00,active,2026-04-23 12:00:00
CRS_313,INST_0114,B.Tech Chemical Engineering,CHEM,4,67,211214.00,active,2021-09-02 12:00:00
CRS_314,INST_0114,B.Tech Artificial Intelligence and Machine Learning,AIML,4,179,182985.00,active,2026-07-30 12:00:00
CRS_315,INST_0115,Diploma in Mechanical Engineering,DIP-MECH,3,40,137221.00,active,2026-05-27 12:00:00
CRS_316,INST_0115,MBA Business Analytics,MBA-BA,2,83,152508.00,active,2026-06-25 12:00:00
CRS_317,INST_0115,Diploma in Computer Engineering,DIP-CSE,3,77,161062.00,active,2023-12-05 12:00:00
CRS_318,INST_0116,B.Tech Biotechnology,BT,4,131,211871.00,active,2024-01-07 12:00:00
CRS_319,INST_0116,B.Tech Mechanical Engineering,MECH,4,132,191917.00,active,2026-06-27 12:00:00
CRS_32,INST_0014,M.Tech Computer Science,PG-CSE,2,55,33694.00,active,2026-07-24 12:00:00
CRS_320,INST_0116,B.Tech Aerospace Engineering,AE,4,85,86485.00,active,2026-06-03 12:00:00
CRS_321,INST_0116,B.Tech Automobile Engineering,AUTO,4,153,67795.00,active,2026-08-02 12:00:00
CRS_322,INST_0118,MCA,MCA,3,96,137202.00,active,2026-07-07 12:00:00
CRS_323,INST_0118,B.Tech Electronics and Communication Engineering,ECE,4,76,45118.00,active,2025-07-09 12:00:00
CRS_324,INST_0119,M.Tech VLSI Design,PG-ECE,2,159,219985.00,active,2026-06-14 12:00:00
CRS_325,INST_0119,Diploma in Civil Engineering,DIP-CIVIL,3,30,93848.00,active,2022-12-02 12:00:00
CRS_326,INST_0119,B.Tech Biotechnology,BT,4,58,215939.00,active,2024-02-13 12:00:00
CRS_327,INST_0121,B.Tech Cybersecurity and Digital Forensics,CYS,4,90,162360.00,active,2026-08-04 12:00:00
CRS_328,INST_0121,B.Tech Information Technology,IT,4,100,140601.00,active,2026-06-14 12:00:00
CRS_329,INST_0122,B.Tech Chemical Engineering,CHEM,4,96,162976.00,active,2023-03-09 12:00:00
CRS_33,INST_0014,B.Tech Automobile Engineering,AUTO,4,114,235530.00,active,2026-08-05 12:00:00
CRS_330,INST_0122,B.Tech Electronics and Communication Engineering,ECE,4,55,139219.00,active,2026-04-29 12:00:00
CRS_331,INST_0123,M.Tech Computer Science,PG-CSE,2,136,182144.00,active,2026-05-09 12:00:00
CRS_332,INST_0123,MCA,MCA,3,130,28225.00,active,2026-07-18 12:00:00
CRS_333,INST_0123,B.Tech Civil Engineering,CIVIL,4,107,148446.00,active,2021-06-07 12:00:00
CRS_334,INST_0123,MBA Business Analytics,MBA-BA,2,64,37557.00,active,2026-05-13 12:00:00
CRS_335,INST_0124,B.Tech Mechanical Engineering,MECH,4,74,202632.00,active,2026-06-11 12:00:00
CRS_336,INST_0124,B.Pharm,PHARM,4,112,227342.00,active,2026-06-03 12:00:00
CRS_337,INST_0124,M.Tech Power Systems,PG-EEE,2,64,97109.00,active,2026-04-27 12:00:00
CRS_338,INST_0124,Diploma in Computer Engineering,DIP-CSE,3,150,145099.00,active,2026-06-02 12:00:00
CRS_339,INST_0125,B.Tech Chemical Engineering,CHEM,4,99,56683.00,active,2025-04-15 12:00:00
CRS_34,INST_0015,B.Tech Electrical and Electronics Engineering,EEE,4,127,172951.00,active,2022-07-06 12:00:00
CRS_340,INST_0125,MCA,MCA,3,137,219844.00,active,2026-04-22 12:00:00
CRS_341,INST_0125,B.Tech Artificial Intelligence and Machine Learning,AIML,4,131,100741.00,active,2022-10-27 12:00:00
CRS_342,INST_0125,M.Tech Artificial Intelligence,PG-AI,2,176,69126.00,active,2023-01-18 12:00:00
CRS_343,INST_0126,MBA Business Analytics,MBA-BA,2,61,170952.00,active,2026-07-06 12:00:00
CRS_344,INST_0126,B.Tech Computer Science and Business Systems,CSBS,4,130,184642.00,active,2025-01-17 12:00:00
CRS_345,INST_0127,B.Tech Electrical and Electronics Engineering,EEE,4,168,171534.00,active,2026-05-27 12:00:00
CRS_346,INST_0127,B.Tech Artificial Intelligence and Machine Learning,AIML,4,51,100468.00,active,2023-12-04 12:00:00
CRS_347,INST_0127,B.Arch,ARCH,5,97,87955.00,active,2026-05-26 12:00:00
CRS_348,INST_0127,M.Tech Power Systems,PG-EEE,2,106,46246.00,active,2023-03-21 12:00:00
CRS_349,INST_0129,M.Tech Artificial Intelligence,PG-AI,2,135,150809.00,active,2026-07-07 12:00:00
CRS_35,INST_0015,B.Tech Internet of Things,IOT,4,137,129525.00,active,2026-05-16 12:00:00
CRS_350,INST_0129,MCA,MCA,3,69,140871.00,active,2022-03-31 12:00:00
CRS_351,INST_0129,B.Tech Information Technology,IT,4,57,180933.00,active,2024-03-12 12:00:00
CRS_352,INST_0129,Diploma in Civil Engineering,DIP-CIVIL,3,180,31662.00,active,2026-05-08 12:00:00
CRS_353,INST_0130,B.Tech Computer Science and Engineering,CSE,4,114,149190.00,active,2026-08-08 12:00:00
CRS_354,INST_0130,B.Tech Electrical and Electronics Engineering,EEE,4,166,185533.00,active,2026-06-11 12:00:00
CRS_355,INST_0130,Diploma in Artificial Intelligence,DIP-AI,3,115,238371.00,active,2026-05-03 12:00:00
CRS_356,INST_0130,MBA Business Analytics,MBA-BA,2,137,213329.00,active,2025-06-06 12:00:00
CRS_357,INST_0131,B.Tech Civil Engineering,CIVIL,4,166,74615.00,active,2025-03-23 12:00:00
CRS_358,INST_0131,B.Tech Robotics and Automation,ROB,4,145,46407.00,active,2021-06-21 12:00:00
CRS_359,INST_0132,B.Tech Artificial Intelligence and Machine Learning,AIML,4,74,69973.00,active,2026-05-29 12:00:00
CRS_36,INST_0016,Diploma in Computer Engineering,DIP-CSE,3,57,247171.00,active,2026-06-02 12:00:00
CRS_360,INST_0132,M.Tech Artificial Intelligence,PG-AI,2,44,126143.00,active,2026-05-31 12:00:00
CRS_361,INST_0133,M.Tech Data Science,PG-DS,2,117,37748.00,active,2024-03-12 12:00:00
CRS_362,INST_0133,B.Tech Aerospace Engineering,AE,4,112,205968.00,active,2026-05-01 12:00:00
CRS_363,INST_0134,M.Tech Artificial Intelligence,PG-AI,2,122,146005.00,active,2024-01-20 12:00:00
CRS_364,INST_0134,Diploma in Artificial Intelligence,DIP-AI,3,43,152134.00,active,2022-04-12 12:00:00
CRS_365,INST_0134,Diploma in Computer Engineering,DIP-CSE,3,60,182954.00,active,2026-07-28 12:00:00
CRS_366,INST_0135,B.Tech Artificial Intelligence and Data Science,AIDS,4,178,134769.00,active,2026-05-19 12:00:00
CRS_367,INST_0135,M.Tech VLSI Design,PG-ECE,2,175,78478.00,active,2025-07-04 12:00:00
CRS_368,INST_0135,M.Tech Computer Science,PG-CSE,2,113,136527.00,active,2026-05-30 12:00:00
CRS_369,INST_0135,B.Tech Biotechnology,BT,4,180,50104.00,active,2025-01-24 12:00:00
CRS_37,INST_0016,MBA Business Analytics,MBA-BA,2,52,105510.00,active,2024-04-26 12:00:00
CRS_370,INST_0136,M.Tech VLSI Design,PG-ECE,2,150,225878.00,active,2026-08-15 12:00:00
CRS_371,INST_0136,B.Tech Electronics and Communication Engineering,ECE,4,54,116896.00,closed,2021-10-10 12:00:00
CRS_372,INST_0138,B.Tech Civil Engineering,CIVIL,4,75,144905.00,active,2022-06-20 12:00:00
CRS_373,INST_0138,B.Tech Cybersecurity and Digital Forensics,CYS,4,151,180691.00,active,2026-06-22 12:00:00
CRS_374,INST_0139,Diploma in Computer Engineering,DIP-CSE,3,90,98546.00,active,2026-05-20 12:00:00
CRS_375,INST_0139,B.Tech Robotics and Automation,ROB,4,44,154769.00,active,2026-06-24 12:00:00
CRS_376,INST_0139,Diploma in Artificial Intelligence,DIP-AI,3,89,175802.00,active,2026-07-14 12:00:00
CRS_377,INST_0139,MBA Business Analytics,MBA-BA,2,35,191155.00,active,2023-12-10 12:00:00
CRS_378,INST_0140,B.Tech Biotechnology,BT,4,92,108216.00,active,2026-04-23 12:00:00
CRS_379,INST_0140,B.Tech Chemical Engineering,CHEM,4,106,171761.00,active,2026-05-19 12:00:00
CRS_38,INST_0016,B.Tech Automobile Engineering,AUTO,4,32,155413.00,active,2026-07-12 12:00:00
CRS_380,INST_0140,M.Tech Artificial Intelligence,PG-AI,2,53,208363.00,active,2026-06-19 12:00:00
CRS_381,INST_0141,B.Tech Artificial Intelligence and Data Science,AIDS,4,161,62474.00,active,2024-11-20 12:00:00
CRS_382,INST_0141,Diploma in Mechanical Engineering,DIP-MECH,3,121,26090.00,active,2024-09-16 12:00:00
CRS_383,INST_0141,B.Tech Automobile Engineering,AUTO,4,30,79733.00,active,2026-08-07 12:00:00
CRS_384,INST_0143,B.Tech Chemical Engineering,CHEM,4,44,58216.00,active,2023-05-24 12:00:00
CRS_385,INST_0143,B.Arch,ARCH,5,109,126771.00,active,2026-07-19 12:00:00
CRS_386,INST_0143,Diploma in Civil Engineering,DIP-CIVIL,3,71,166674.00,active,2026-05-05 12:00:00
CRS_387,INST_0143,M.Tech Computer Science,PG-CSE,2,84,77544.00,active,2026-08-06 12:00:00
CRS_388,INST_0144,M.Tech Artificial Intelligence,PG-AI,2,109,86263.00,active,2026-06-14 12:00:00
CRS_389,INST_0144,M.Tech Data Science,PG-DS,2,131,148085.00,active,2022-06-18 12:00:00
CRS_39,INST_0017,M.Tech Computer Science,PG-CSE,2,69,248076.00,active,2021-09-29 12:00:00
CRS_390,INST_0144,Diploma in Mechanical Engineering,DIP-MECH,3,78,82153.00,active,2026-08-08 12:00:00
CRS_391,INST_0144,B.Arch,ARCH,5,117,27002.00,active,2022-11-06 12:00:00
CRS_392,INST_0145,Diploma in Electrical Engineering,DIP-EEE,3,127,31193.00,active,2026-07-19 12:00:00
CRS_393,INST_0145,B.Tech Robotics and Automation,ROB,4,139,71171.00,active,2025-03-01 12:00:00
CRS_394,INST_0146,B.Tech Computer Science and Business Systems,CSBS,4,84,210806.00,active,2026-05-14 12:00:00
CRS_395,INST_0146,B.Tech Artificial Intelligence and Data Science,AIDS,4,99,56813.00,closed,2021-12-08 12:00:00
CRS_396,INST_0039,B.Tech Computer Science and Engineering,CSE,4,118,161148.00,active,2026-05-03 12:00:00
CRS_397,INST_0146,B.Pharm,PHARM,4,172,148644.00,active,2026-07-31 12:00:00
CRS_398,INST_0147,B.Tech Information Technology,IT,4,40,90286.00,active,2026-05-30 12:00:00
CRS_399,INST_0012,B.Tech Robotics and Automation,ROB,4,154,169736.00,active,2024-11-15 12:00:00
CRS_4,INST_0002,B.Tech Data Science,DS,4,87,207456.00,active,2026-05-02 12:00:00
CRS_40,INST_0017,B.Tech Computer Science and Business Systems,CSBS,4,110,77303.00,active,2022-06-13 12:00:00
CRS_400,INST_0147,Diploma in Electrical Engineering,DIP-EEE,3,59,149561.00,active,2024-02-29 12:00:00
CRS_401,INST_0148,M.Tech VLSI Design,PG-ECE,2,102,42155.00,active,2026-07-13 12:00:00
CRS_402,INST_0148,B.Tech Automobile Engineering,AUTO,4,160,181161.00,active,2021-09-11 12:00:00
CRS_403,INST_0148,Diploma in Computer Engineering,DIP-CSE,3,86,129618.00,active,2026-08-04 12:00:00
CRS_404,INST_0148,M.Tech Computer Science,PG-CSE,2,123,227804.00,active,2026-08-14 12:00:00
CRS_405,INST_0149,B.Tech Cybersecurity and Digital Forensics,CYS,4,80,189787.00,active,2023-08-21 12:00:00
CRS_406,INST_0149,Diploma in Computer Engineering,DIP-CSE,3,53,162505.00,active,2026-06-29 12:00:00
CRS_407,INST_0149,B.Tech Computer Science and Engineering,CSE,4,153,45967.00,active,2026-07-02 12:00:00
CRS_408,INST_0149,M.Tech Power Systems,PG-EEE,2,54,231941.00,active,2026-06-30 12:00:00
CRS_409,INST_0150,B.Tech Internet of Things,IOT,4,120,158466.00,active,2022-12-22 12:00:00
CRS_41,INST_0017,B.Arch,ARCH,5,161,234912.00,active,2026-05-20 12:00:00
CRS_410,INST_0150,B.Arch,ARCH,5,127,40485.00,active,2021-11-28 12:00:00
CRS_411,INST_0151,MBA,MBA,2,159,136170.00,active,2021-06-11 12:00:00
CRS_412,INST_0151,M.Tech Power Systems,PG-EEE,2,118,66630.00,active,2026-05-27 12:00:00
CRS_413,INST_0152,B.Pharm,PHARM,4,55,203436.00,active,2023-02-17 12:00:00
CRS_414,INST_0152,B.Tech Aerospace Engineering,AE,4,96,25748.00,active,2022-10-29 12:00:00
CRS_415,INST_0152,B.Tech Biotechnology,BT,4,155,87009.00,active,2026-06-09 12:00:00
CRS_416,INST_0152,B.Tech Information Technology,IT,4,104,27111.00,active,2024-02-09 12:00:00
CRS_417,INST_0153,B.Tech Civil Engineering,CIVIL,4,42,224880.00,active,2026-05-14 12:00:00
